customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn
CUST109479,FEMALE,0.0,0.0,Yes,dsl,month-to-month,32.14,26.16,Bank transfer,No
CUST103043,FEMALE,1.0,55.0,Yes,DSL,Month-to-month,119.58,7215.31,Mailed check,Yes
CUST103481,FEMALE,,27.0,,Fiber optic,One year,22.31,631.47,Electronic check,no
CUST101374,Male,1.0,54.0,Yes,Fiber optic,One year,76.46,4273.07,,No
CUST101720,FEMALE,,52.0,No,Fiber optic,Month-to-month,45.54,2425.55,Bank transfer,Yes
CUST104372,male,1.0,72.0,,DSL,month-to-month,43.66,2754.47,,no
CUST106618,Male,0.0,0.0,No,No,One year,22.01,26.15,Mailed check,yes
CUST102264,Female,,5.0,yes,dsl,Month-to-month,55.76,227.67,Electronic check,NO
CUST100087,FEMALE,0.0,28.0,Yes,,Two year,98.9,2318.3,Electronic check,no
CUST108450,FEMALE,,4.0,No,,Two year,43.76,164.92,,No
CUST103026,Female,1.0,49.0,yes,,Two year,115.52,6767.84,,Yes
CUST108861,male,,40.0,No,No,One year,98.28,3340.65,Mailed check,Yes
CUST100403,Female,0.0,,Yes,No,month-to-month,32.81,,,No
CUST108995,,1.0,22.0,yes,DSL,Two year,,,Credit card,no
CUST102982,FEMALE,1.0,68.0,Yes,dsl,Two year,57.66,3436.48,Electronic check,Yes
CUST107113,FEMALE,0.0,34.0,,No,Two year,74.22,2953.61,Bank transfer,no
CUST109544,Female,0.0,70.0,Yes,dsl,One year,,,Mailed check,no
CUST102456,FEMALE,,61.0,yes,Fiber optic,month-to-month,78.83,4609.17,Credit card,Yes
CUST103443,Female,0.0,51.0,yes,,month-to-month,20.22,842.12,Electronic check,Yes
CUST102214,male,1.0,65.0,yes,DSL,One year,20.9,1557.29,Bank transfer,No
CUST101027,Female,,44.0,Yes,dsl,One year,,,,no
CUST109897,Male,1.0,45.0,Yes,No,Two year,112.36,4573.87,Mailed check,Yes
CUST101421,,,57.0,Yes,No,Two year,94.33,5078.24,,No
CUST102436,,,35.0,yes,No,month-to-month,60.27,2519.67,Credit card,no
CUST108990,,,31.0,yes,DSL,month-to-month,111.45,3673.17,Electronic check,No
CUST105780,,0.0,51.0,No,dsl,Two year,59.08,3005.52,Credit card,no
CUST109269,Male,1.0,63.0,,DSL,Month-to-month,58.92,4090.7,,Yes
CUST101278,FEMALE,0.0,11.0,Yes,DSL,month-to-month,23.82,296.15,Mailed check,Yes
CUST105196,male,1.0,69.0,Yes,,Two year,105.16,8585.78,Credit card,Yes
CUST105111,Female,1.0,23.0,,Fiber optic,month-to-month,30.75,570.87,Bank transfer,No
CUST107081,Female,,23.0,No,,month-to-month,114.1,2364.27,Electronic check,no
CUST108196,male,1.0,7.0,Yes,Fiber optic,Month-to-month,73.86,519.57,Mailed check,NO
CUST101978,Female,,1.0,yes,,Two year,77.6,69.11,,NO
CUST101061,Female,,50.0,,Fiber optic,Month-to-month,105.98,4810.14,Credit card,no
CUST101425,FEMALE,1.0,13.0,,,Month-to-month,,,Electronic check,No
CUST105381,FEMALE,,50.0,No,,Month-to-month,57.88,2747.92,Bank transfer,No
CUST108880,Female,1.0,1.0,yes,,Two year,36.13,31.16,,yes
CUST104762,FEMALE,,3.0,No,DSL,Two year,20.14,69.94,Bank transfer,yes
CUST101502,Female,1.0,8.0,Yes,,month-to-month,52.66,410.52,Mailed check,yes
CUST108740,FEMALE,1.0,14.0,yes,DSL,Month-to-month,46.67,683.33,Credit card,Yes
CUST102926,male,0.0,32.0,,dsl,Month-to-month,108.66,3149.45,,No
CUST106117,FEMALE,,45.0,,,Two year,69.6,3730.03,Electronic check,Yes
CUST103724,,1.0,16.0,,Fiber optic,month-to-month,103.95,1332.19,Mailed check,Yes
CUST109413,Male,1.0,0.0,No,,month-to-month,118.05,128.58,,Yes
CUST100678,Male,1.0,69.0,yes,,month-to-month,107.01,8012.36,Credit card,no
CUST105869,FEMALE,1.0,49.0,,No,Month-to-month,89.84,4611.64,Electronic check,Yes
CUST107048,Male,0.0,52.0,No,dsl,One year,112.99,6316.7,Credit card,Yes
CUST106129,FEMALE,0.0,66.0,yes,No,month-to-month,117.95,7376.59,,No
CUST101224,Female,0.0,14.0,No,,Two year,32.04,455.27,Credit card,No
CUST100102,,0.0,37.0,,Fiber optic,Two year,119.08,5096.93,Electronic check,No
CUST100957,Female,1.0,16.0,yes,,Two year,114.41,1484.71,,No
CUST108658,,1.0,36.0,yes,dsl,One year,106.26,4385.01,Bank transfer,no
CUST106373,male,1.0,7.0,,No,One year,66.55,454.5,Electronic check,No
CUST107229,FEMALE,1.0,44.0,yes,Fiber optic,Two year,62.31,2705.42,,Yes
CUST107801,,0.0,15.0,No,DSL,Month-to-month,26.02,371.48,Credit card,No
CUST102913,,,20.0,,Fiber optic,Two year,69.69,1383.09,Electronic check,no
CUST102688,Male,,5.0,,DSL,month-to-month,94.47,472.05,,No
CUST103643,male,0.0,26.0,,Fiber optic,month-to-month,119.46,2789.62,,no
CUST106248,Female,,43.0,Yes,No,month-to-month,108.24,3866.11,Mailed check,No
CUST107507,,0.0,43.0,No,DSL,Month-to-month,63.55,2565.81,Mailed check,no
CUST106130,male,1.0,50.0,,No,One year,22.17,985.7,Bank transfer,Yes
CUST108947,Male,,,yes,No,month-to-month,106.93,,Credit card,no
CUST108079,FEMALE,,47.0,,,month-to-month,28.87,1421.18,,no
CUST100418,FEMALE,0.0,,No,No,Two year,48.95,,Credit card,No
CUST107920,Female,1.0,16.0,No,,month-to-month,119.14,1710.64,,Yes
CUST108181,Male,0.0,60.0,Yes,Fiber optic,month-to-month,33.09,2239.07,Bank transfer,no
CUST108490,male,0.0,21.0,Yes,No,One year,58.05,1001.55,Credit card,Yes
CUST101947,FEMALE,0.0,15.0,Yes,DSL,Month-to-month,70.05,1155.74,,no
CUST105135,Male,,7.0,Yes,Fiber optic,Month-to-month,75.42,579.24,Credit card,No
CUST102299,Male,,70.0,yes,No,Two year,68.27,4848.71,Credit card,no
CUST105128,,0.0,59.0,,DSL,Month-to-month,114.34,7915.75,Bank transfer,No
CUST107654,male,1.0,43.0,yes,Fiber optic,One year,104.87,4129.33,Credit card,Yes
CUST100208,Female,,30.0,No,dsl,Month-to-month,80.72,2898.96,Credit card,No
CUST103154,,0.0,68.0,,DSL,Month-to-month,109.94,6292.45,Credit card,no
CUST103533,Female,0.0,58.0,yes,DSL,month-to-month,49.75,2737.37,Bank transfer,Yes
CUST104459,male,1.0,32.0,yes,,One year,86.12,3031.91,Bank transfer,Yes
CUST100528,Male,0.0,26.0,yes,Fiber optic,month-to-month,83.81,2415.7,Mailed check,No
CUST101233,Male,0.0,15.0,Yes,dsl,Month-to-month,84.6,1197.44,Credit card,Yes
CUST100779,,,37.0,No,No,Month-to-month,95.19,3202.56,Credit card,Yes
CUST100722,FEMALE,0.0,9.0,No,dsl,One year,33.32,355.2,Credit card,Yes
CUST104344,,1.0,14.0,,No,Two year,85.18,1316.94,,Yes
CUST109617,Male,,23.0,,DSL,Two year,87.23,2210.9,Bank transfer,No
CUST101860,male,1.0,10.0,,No,Two year,26.62,248.39,Electronic check,Yes
CUST108602,Female,1.0,8.0,Yes,Fiber optic,month-to-month,25.75,238.63,Credit card,Yes
CUST109155,FEMALE,0.0,52.0,No,,month-to-month,101.45,4738.05,Mailed check,No
CUST103021,,,47.0,No,Fiber optic,One year,95.41,4246.47,Mailed check,No
CUST106678,male,0.0,29.0,No,,One year,53.26,1548.69,Electronic check,No
CUST101992,,0.0,56.0,No,DSL,One year,31.08,1962.52,Credit card,No
CUST104028,male,0.0,37.0,yes,dsl,Month-to-month,108.38,4077.83,,Yes
CUST107986,male,,36.0,No,Fiber optic,month-to-month,93.4,3436.28,Bank transfer,No
CUST107528,,1.0,5.0,yes,,One year,84.36,434.66,Electronic check,No
CUST108023,FEMALE,,12.0,,No,Month-to-month,63.3,692.2,Electronic check,no
CUST107391,Male,,5.0,yes,Fiber optic,month-to-month,94.3,497.9,Electronic check,yes
CUST104302,Female,0.0,24.0,Yes,dsl,One year,34.23,841.29,,No
CUST102471,FEMALE,,40.0,yes,DSL,One year,88.84,3242.95,,No
CUST105246,,,5.0,No,dsl,Month-to-month,42.18,219.67,Electronic check,No
CUST103721,FEMALE,1.0,47.0,Yes,,Month-to-month,52.99,2311.97,Credit card,No
CUST104822,Male,1.0,42.0,yes,dsl,month-to-month,81.78,4008.66,Bank transfer,No
CUST104885,FEMALE,,50.0,No,No,One year,35.78,1844.28,Credit card,no
CUST101396,Male,1.0,7.0,yes,No,Two year,81.71,532.29,Electronic check,Yes
CUST101489,male,0.0,17.0,,,month-to-month,92.14,1425.96,Mailed check,No
CUST104864,Male,1.0,,No,DSL,One year,48.91,,,Yes
CUST103532,Male,0.0,3.0,Yes,Fiber optic,Month-to-month,102.86,361.52,,No
CUST101042,Female,1.0,33.0,Yes,No,month-to-month,91.81,3053.05,Mailed check,Yes
CUST103833,FEMALE,0.0,68.0,,dsl,Month-to-month,88.5,5697.34,Credit card,no
CUST107983,Male,,33.0,,No,One year,,,Mailed check,Yes
CUST107547,Female,,71.0,Yes,,One year,84.08,5889.47,Credit card,Yes
CUST100257,FEMALE,1.0,27.0,,Fiber optic,One year,74.47,2406.89,,No
CUST109292,male,0.0,17.0,No,DSL,Month-to-month,89.78,1619.31,Bank transfer,No
CUST108789,,1.0,29.0,No,No,Month-to-month,94.76,2278.41,Credit card,no
CUST109781,,,15.0,No,Fiber optic,One year,29.47,485.99,Credit card,Yes
CUST105193,FEMALE,1.0,60.0,No,,Month-to-month,98.84,5979.79,Mailed check,Yes
CUST102089,FEMALE,1.0,69.0,No,DSL,One year,45.27,3465.32,Credit card,no
CUST108012,FEMALE,0.0,53.0,yes,No,One year,57.4,3403.98,Mailed check,No
CUST100503,,1.0,2.0,yes,Fiber optic,Month-to-month,104.68,194.8,Mailed check,No
CUST104486,Male,,57.0,No,dsl,Month-to-month,65.54,4231.05,Bank transfer,no
CUST108991,male,0.0,35.0,yes,dsl,month-to-month,50.83,1766.79,Credit card,no
CUST101345,Male,1.0,10.0,No,DSL,Two year,45.96,379.98,,NO
CUST105865,Male,0.0,60.0,,DSL,Two year,24.95,1652.49,Mailed check,no
CUST109308,FEMALE,1.0,10.0,yes,dsl,month-to-month,47.51,402.09,Electronic check,NO
CUST102248,,,4.0,yes,Fiber optic,month-to-month,,,Mailed check,NO
CUST109773,FEMALE,,42.0,yes,Fiber optic,One year,95.48,3965.77,Mailed check,no
CUST100372,FEMALE,1.0,29.0,No,,One year,102.31,3546.54,,No
CUST108618,male,0.0,49.0,Yes,Fiber optic,Month-to-month,72.79,3414.82,Credit card,Yes
CUST103635,Male,1.0,47.0,,Fiber optic,month-to-month,78.89,3183.33,,no
CUST102006,Male,1.0,26.0,No,dsl,Month-to-month,80.24,1819.84,Credit card,No
CUST107887,FEMALE,0.0,9.0,,,One year,79.29,766.23,Mailed check,No
CUST104004,male,0.0,31.0,Yes,DSL,One year,92.23,3200.84,Bank transfer,Yes
CUST105974,FEMALE,1.0,60.0,,,month-to-month,75.73,4701.76,,No
CUST109238,male,,18.0,No,No,month-to-month,95.28,1797.36,Mailed check,Yes
CUST109365,FEMALE,,7.0,No,dsl,month-to-month,50.09,418.82,Electronic check,NO
CUST106324,male,1.0,0.0,No,No,month-to-month,44.43,46.29,Mailed check,NO
CUST102102,male,,50.0,,dsl,Two year,20.56,1063.21,Electronic check,no
CUST100997,,,36.0,No,DSL,One year,76.07,3265.36,Credit card,no
CUST108348,Female,0.0,2.0,yes,Fiber optic,Two year,40.96,70.38,Mailed check,Yes
CUST105987,male,1.0,11.0,yes,Fiber optic,Month-to-month,59.35,523.01,Credit card,yes
CUST101176,male,0.0,45.0,,DSL,Month-to-month,26.78,1175.56,,Yes
CUST100551,Female,0.0,57.0,Yes,Fiber optic,Two year,38.04,1832.92,Mailed check,no
CUST100744,FEMALE,1.0,40.0,,,One year,52.29,1896.73,Bank transfer,no
CUST105799,male,0.0,57.0,,Fiber optic,month-to-month,93.22,5438.88,Electronic check,no
CUST103329,Female,0.0,0.0,yes,DSL,month-to-month,39.17,31.45,Mailed check,No
CUST103077,Male,,65.0,Yes,,month-to-month,21.45,1262.75,Mailed check,Yes
CUST102907,Female,,6.0,,,One year,105.11,627.99,Mailed check,yes
CUST106916,Female,0.0,53.0,Yes,DSL,One year,38.27,1867.01,,No
CUST105953,Female,,36.0,Yes,Fiber optic,Two year,39.46,1150.73,Bank transfer,No
CUST109996,male,1.0,26.0,yes,,One year,81.33,2199.14,Electronic check,Yes
CUST107921,Male,,63.0,No,No,Two year,56.72,3132.42,,No
CUST108505,FEMALE,0.0,28.0,yes,,month-to-month,64.23,2152.69,Credit card,Yes
CUST109379,Male,,18.0,No,Fiber optic,Two year,108.95,1601.52,,Yes
CUST104534,FEMALE,0.0,38.0,yes,,Two year,26.66,1033.27,Bank transfer,Yes
CUST105583,FEMALE,,50.0,Yes,Fiber optic,Month-to-month,118.35,5253.06,Electronic check,No
CUST108203,male,,28.0,yes,DSL,month-to-month,54.36,1587.15,Credit card,No
CUST106482,,,8.0,Yes,dsl,One year,62.94,549.8,Electronic check,NO
CUST103465,male,0.0,47.0,No,,One year,57.57,3171.03,Mailed check,no
CUST100693,FEMALE,0.0,43.0,,DSL,Two year,82.79,3589.48,Electronic check,no
CUST102533,Male,0.0,71.0,yes,dsl,Month-to-month,74.71,5755.96,Mailed check,Yes
CUST104704,male,0.0,45.0,,DSL,month-to-month,104.74,5235.46,Mailed check,Yes
CUST100982,FEMALE,0.0,18.0,yes,,Two year,44.9,686.88,Bank transfer,No
CUST107905,FEMALE,0.0,8.0,,Fiber optic,month-to-month,75.11,543.93,,No
CUST100079,male,,52.0,Yes,DSL,Month-to-month,100.59,5421.38,Credit card,No
CUST104233,Female,,2.0,,dsl,Two year,79.25,177.69,Bank transfer,No
CUST103469,Female,1.0,9.0,,DSL,Two year,67.93,563.44,,No
CUST106754,Female,1.0,21.0,No,DSL,One year,73.41,1623.84,Electronic check,Yes
CUST103684,,1.0,67.0,Yes,dsl,Two year,49.08,2999.02,,Yes
CUST103351,FEMALE,,65.0,No,Fiber optic,One year,55.39,3425.93,Bank transfer,Yes
CUST103685,FEMALE,1.0,71.0,No,dsl,Two year,110.22,6913.7,Credit card,No
CUST106595,,1.0,32.0,yes,,Month-to-month,52.54,1667.97,Bank transfer,No
CUST100261,Female,0.0,6.0,,DSL,One year,79.29,445.84,Bank transfer,yes
CUST102142,,,72.0,,DSL,month-to-month,46.82,3436.98,Electronic check,Yes
CUST106572,Female,,40.0,Yes,No,month-to-month,93.58,4091.62,,Yes
CUST102268,Male,0.0,54.0,Yes,dsl,month-to-month,60.67,3629.81,,Yes
CUST100445,male,,49.0,No,Fiber optic,One year,84.88,4601.18,Credit card,Yes
CUST109217,,,1.0,No,,One year,23.76,27.6,Credit card,NO
CUST106808,FEMALE,1.0,9.0,No,DSL,Two year,103.98,794.28,Mailed check,yes
CUST107666,,0.0,50.0,yes,,Month-to-month,38.93,2218.83,,No
CUST106903,FEMALE,,57.0,Yes,,Month-to-month,50.85,2330.8,Credit card,Yes
CUST103410,male,,43.0,Yes,DSL,Month-to-month,96.71,4622.93,,no
CUST101701,Male,,54.0,yes,Fiber optic,month-to-month,92.9,4302.0,Electronic check,Yes
CUST103755,FEMALE,,42.0,Yes,Fiber optic,Two year,109.66,4978.18,Electronic check,No
CUST102526,Female,1.0,9.0,No,Fiber optic,Month-to-month,88.49,735.09,Bank transfer,Yes
CUST104202,Male,,36.0,Yes,dsl,Two year,75.22,2995.09,Credit card,No
CUST100068,male,,47.0,Yes,dsl,Month-to-month,83.13,4511.19,Electronic check,No
CUST101168,Female,0.0,64.0,No,Fiber optic,One year,63.18,4652.53,Electronic check,no
CUST100048,Male,,67.0,,No,Two year,64.16,3761.18,Electronic check,Yes
CUST101053,male,0.0,18.0,,Fiber optic,Month-to-month,46.25,976.98,Bank transfer,Yes
CUST100084,Female,1.0,67.0,Yes,DSL,One year,43.28,2519.15,Mailed check,no
CUST100880,male,,2.0,Yes,No,Month-to-month,36.87,73.2,Electronic check,yes
CUST102651,Male,,44.0,No,,Two year,,,Electronic check,no
CUST104828,male,1.0,34.0,,No,Month-to-month,98.84,3475.47,Mailed check,Yes
CUST102439,Male,1.0,11.0,,No,month-to-month,80.22,965.62,Credit card,yes
CUST106343,male,,21.0,yes,No,Two year,71.13,1679.79,,Yes
CUST108112,Female,0.0,51.0,yes,Fiber optic,Month-to-month,98.17,4242.28,Credit card,Yes
CUST101467,male,1.0,63.0,Yes,No,One year,111.63,8062.14,Mailed check,no
CUST109811,Female,,7.0,No,DSL,Month-to-month,98.63,795.24,,Yes
CUST109887,FEMALE,,43.0,yes,No,month-to-month,77.87,2877.71,,no
CUST102441,male,1.0,66.0,Yes,No,Two year,59.33,3204.31,,No
CUST104860,male,,21.0,,No,month-to-month,82.44,2063.89,Bank transfer,No
CUST100230,Male,1.0,54.0,yes,,Month-to-month,42.01,2542.26,Electronic check,Yes
CUST101320,FEMALE,0.0,49.0,No,Fiber optic,Two year,96.82,4673.64,Credit card,no
CUST100041,,0.0,38.0,,DSL,Two year,81.37,3165.2,Bank transfer,No
CUST100777,male,,17.0,Yes,dsl,Two year,35.83,730.92,Credit card,No
CUST109130,FEMALE,0.0,50.0,Yes,,Month-to-month,41.87,2434.59,,Yes
CUST103848,Female,1.0,25.0,Yes,dsl,month-to-month,,,Credit card,no
CUST101729,,,34.0,yes,DSL,month-to-month,117.62,4102.32,Electronic check,Yes
CUST103148,FEMALE,1.0,10.0,No,DSL,One year,94.11,896.34,,Yes
CUST100579,male,,13.0,No,Fiber optic,month-to-month,20.19,307.29,Mailed check,no
CUST105309,,1.0,60.0,Yes,DSL,Two year,85.8,5483.33,Mailed check,No
CUST106080,Male,,49.0,No,No,month-to-month,91.81,5043.22,Electronic check,Yes
CUST106872,male,,43.0,No,Fiber optic,month-to-month,47.11,2011.95,Electronic check,Yes
CUST107563,Male,0.0,40.0,yes,DSL,month-to-month,52.16,2202.75,Mailed check,no
CUST102867,Female,1.0,12.0,,dsl,Two year,115.75,1595.29,Bank transfer,no
CUST101491,FEMALE,,2.0,No,Fiber optic,One year,33.25,53.63,Electronic check,NO
CUST107880,FEMALE,,66.0,No,dsl,month-to-month,97.68,6533.12,Bank transfer,No
CUST108076,male,1.0,25.0,No,No,month-to-month,85.69,2098.18,,no
CUST100061,Male,1.0,45.0,No,DSL,Month-to-month,94.17,4475.66,Electronic check,no
CUST104573,,1.0,39.0,,Fiber optic,One year,68.74,3180.48,,Yes
CUST104185,,0.0,55.0,Yes,Fiber optic,month-to-month,72.24,3611.48,Mailed check,No
CUST109659,FEMALE,1.0,28.0,,Fiber optic,Month-to-month,54.35,1551.87,,Yes
CUST100402,Female,0.0,48.0,Yes,No,Two year,75.98,3181.64,,Yes
CUST100332,Male,,49.0,yes,Fiber optic,month-to-month,75.8,3518.28,Electronic check,No
CUST102084,male,,24.0,,dsl,One year,53.34,1436.95,Bank transfer,No
CUST107111,Female,0.0,33.0,,,Two year,42.15,1335.67,Mailed check,Yes
CUST100164,,1.0,67.0,No,Fiber optic,month-to-month,89.99,5294.57,Credit card,No
CUST104418,Male,,31.0,Yes,DSL,Two year,101.87,3649.89,Mailed check,Yes
CUST102715,male,1.0,72.0,No,dsl,month-to-month,36.14,2737.43,Credit card,No
CUST109102,FEMALE,0.0,60.0,Yes,DSL,One year,36.63,2340.64,Credit card,no
CUST105770,male,,20.0,No,dsl,Month-to-month,23.9,471.16,,Yes
CUST102755,male,0.0,44.0,No,No,Month-to-month,,,Electronic check,no
CUST107847,male,,71.0,,,Two year,71.06,5002.73,,Yes
CUST107328,Male,0.0,47.0,yes,DSL,month-to-month,85.39,4425.68,,No
CUST101334,FEMALE,0.0,46.0,No,Fiber optic,One year,52.07,2467.22,Bank transfer,no
CUST107503,male,1.0,55.0,No,,One year,57.71,3394.71,,No
CUST102864,FEMALE,0.0,0.0,yes,Fiber optic,month-to-month,47.21,52.61,Credit card,NO
CUST101659,FEMALE,1.0,19.0,,,One year,91.33,1633.43,,No
CUST106752,FEMALE,1.0,9.0,No,No,Two year,114.51,1077.92,Mailed check,No
CUST100753,,1.0,3.0,yes,DSL,Two year,57.23,163.88,Bank transfer,Yes
CUST106854,FEMALE,1.0,21.0,No,dsl,Two year,40.45,945.75,Bank transfer,no
CUST107278,,0.0,39.0,,DSL,Month-to-month,69.56,3134.99,Bank transfer,Yes
CUST100706,FEMALE,0.0,11.0,No,,Month-to-month,39.6,376.98,Mailed check,NO
CUST106065,,1.0,62.0,yes,,One year,112.49,6610.66,Electronic check,no
CUST108729,FEMALE,0.0,44.0,,,One year,70.73,3564.57,Credit card,Yes
CUST106818,,1.0,58.0,No,dsl,Month-to-month,101.32,6404.87,,no
CUST102927,FEMALE,0.0,11.0,No,Fiber optic,Two year,55.41,690.94,Credit card,yes
CUST109775,Female,,37.0,Yes,No,Two year,41.77,1516.93,Bank transfer,No
CUST108962,,,52.0,yes,DSL,One year,100.03,5209.8,,no
CUST109749,male,1.0,35.0,yes,DSL,Two year,27.56,1069.25,Credit card,Yes
CUST109164,FEMALE,1.0,52.0,,,month-to-month,25.04,1450.93,Mailed check,no
CUST101834,FEMALE,0.0,56.0,yes,Fiber optic,month-to-month,76.46,4805.26,Bank transfer,No
CUST103231,Male,0.0,64.0,Yes,dsl,One year,65.2,4264.61,Mailed check,no
CUST105652,male,0.0,71.0,Yes,,Month-to-month,34.02,1989.71,Bank transfer,Yes
CUST104484,Male,,1.0,yes,dsl,Month-to-month,64.86,61.58,,yes
CUST104695,Male,0.0,54.0,yes,,Two year,97.11,5888.84,Mailed check,no
CUST109651,Male,1.0,20.0,Yes,No,month-to-month,40.49,650.84,Electronic check,Yes
CUST109124,male,1.0,15.0,,,One year,33.18,545.47,Credit card,no
CUST107533,FEMALE,,28.0,Yes,No,Month-to-month,111.35,2586.88,Credit card,Yes
CUST108845,Female,0.0,55.0,,dsl,One year,48.84,3191.97,,no
CUST105620,Male,,63.0,,,month-to-month,35.92,2634.35,,No
CUST104030,male,1.0,38.0,,dsl,Two year,39.01,1637.94,Bank transfer,no
CUST102246,Female,0.0,40.0,,Fiber optic,One year,98.29,3718.13,Mailed check,no
CUST100835,male,0.0,0.0,yes,dsl,Two year,38.36,42.21,Electronic check,No
CUST108558,FEMALE,,54.0,No,No,Month-to-month,86.57,4730.19,Bank transfer,No
CUST107153,male,0.0,37.0,yes,DSL,Month-to-month,42.54,1371.43,,Yes
CUST100432,FEMALE,1.0,3.0,Yes,DSL,One year,78.15,199.87,Credit card,NO
CUST106662,male,,51.0,No,dsl,One year,35.09,1560.13,Mailed check,no
CUST104202,Male,,36.0,Yes,dsl,Two year,75.22,2995.09,Credit card,No
CUST105033,Male,,67.0,yes,,Two year,111.85,8834.65,Bank transfer,No
CUST109750,Male,0.0,63.0,yes,Fiber optic,Month-to-month,114.72,6561.0,Electronic check,No
CUST106131,male,0.0,29.0,No,Fiber optic,Month-to-month,103.91,2455.86,Credit card,Yes
CUST101193,Female,1.0,14.0,Yes,No,Two year,113.08,1757.69,,No
CUST108872,Male,0.0,54.0,No,,Two year,,,Bank transfer,no
CUST102906,,,39.0,,Fiber optic,One year,60.44,2017.22,Mailed check,Yes
CUST105687,Female,0.0,10.0,yes,DSL,month-to-month,84.4,971.35,Electronic check,NO
CUST108968,Male,1.0,23.0,,Fiber optic,Two year,20.56,483.3,Credit card,No
CUST109981,Female,,70.0,Yes,No,Month-to-month,24.67,1858.95,Credit card,No
CUST103595,Male,,53.0,,Fiber optic,One year,38.58,1996.57,,No
CUST103281,Male,,39.0,No,DSL,month-to-month,58.68,2044.17,Mailed check,no
CUST103458,FEMALE,1.0,46.0,,,Month-to-month,,,,No
CUST102729,,,33.0,Yes,DSL,month-to-month,117.55,3877.14,,no
CUST103703,Male,1.0,13.0,yes,,Month-to-month,80.71,1236.38,Bank transfer,Yes
CUST100433,,,21.0,Yes,Fiber optic,Month-to-month,62.62,1285.58,Mailed check,No
CUST104949,FEMALE,,11.0,,Fiber optic,month-to-month,44.25,466.73,,yes
CUST107282,,0.0,72.0,yes,DSL,Month-to-month,73.91,5291.02,,no
CUST109275,male,0.0,2.0,Yes,Fiber optic,Two year,50.48,107.68,Electronic check,Yes
CUST100104,,,37.0,,dsl,month-to-month,60.07,1893.81,,no
CUST109471,male,,40.0,,Fiber optic,One year,113.5,4169.2,Mailed check,Yes
CUST101656,FEMALE,0.0,54.0,Yes,No,month-to-month,23.57,1346.52,Electronic check,no
CUST101533,Female,1.0,67.0,Yes,Fiber optic,Month-to-month,113.69,8340.83,Bank transfer,No
CUST102986,FEMALE,,2.0,yes,No,One year,101.58,179.93,Bank transfer,yes
CUST105708,Female,1.0,39.0,Yes,No,One year,28.81,1104.04,Credit card,no
CUST101332,male,0.0,54.0,Yes,,Two year,90.97,5181.96,Bank transfer,Yes
CUST105453,,1.0,58.0,No,Fiber optic,Month-to-month,89.57,4625.25,Mailed check,No
CUST109027,male,1.0,47.0,yes,Fiber optic,month-to-month,114.76,6278.66,Electronic check,no
CUST103540,FEMALE,1.0,53.0,,Fiber optic,Two year,39.91,2216.75,,No
CUST101443,Male,,36.0,No,dsl,month-to-month,58.74,2145.41,Mailed check,no
CUST100214,,,9.0,Yes,No,One year,32.72,274.77,Electronic check,NO
CUST105581,male,0.0,2.0,Yes,Fiber optic,Two year,92.8,217.13,Electronic check,No
CUST108372,Male,1.0,57.0,,,Month-to-month,114.2,5358.23,,No
CUST102910,FEMALE,0.0,17.0,Yes,Fiber optic,Two year,100.82,1874.19,Credit card,Yes
CUST106296,,1.0,,,Fiber optic,Month-to-month,56.42,,Bank transfer,No
CUST104053,Female,,63.0,Yes,DSL,Month-to-month,100.19,5942.74,Electronic check,Yes
CUST101419,Female,0.0,12.0,No,,Month-to-month,110.9,1153.42,Electronic check,No
CUST106654,male,1.0,67.0,yes,Fiber optic,month-to-month,95.81,7198.59,,No
CUST108642,FEMALE,0.0,72.0,yes,No,Two year,44.37,3492.6,Electronic check,no
CUST100181,Female,0.0,7.0,Yes,Fiber optic,Two year,105.6,873.34,Credit card,Yes
CUST104161,male,1.0,49.0,No,,Two year,91.47,5128.74,Bank transfer,No
CUST108874,Female,0.0,31.0,Yes,,Two year,45.66,1171.25,Electronic check,no
CUST102446,FEMALE,1.0,57.0,yes,,One year,113.46,6715.93,Electronic check,Yes
CUST105544,Male,,67.0,No,dsl,Month-to-month,23.95,1403.4,Credit card,No
CUST107231,,1.0,19.0,yes,No,Two year,30.14,477.77,,no
CUST109837,FEMALE,1.0,17.0,yes,Fiber optic,One year,20.95,410.99,,Yes
CUST104623,,1.0,70.0,Yes,No,Month-to-month,46.44,3699.38,Mailed check,No
CUST108316,FEMALE,,58.0,No,dsl,month-to-month,76.39,5263.8,Mailed check,no
CUST108247,Female,1.0,43.0,Yes,No,One year,87.22,3092.11,Bank transfer,Yes
CUST109927,Male,0.0,37.0,,dsl,One year,106.57,4429.61,Bank transfer,no
CUST100070,male,0.0,69.0,Yes,,month-to-month,74.33,5765.89,,no
CUST100544,male,,69.0,Yes,Fiber optic,Two year,97.87,5796.41,Electronic check,no
CUST101204,Male,1.0,21.0,,Fiber optic,month-to-month,41.38,881.68,Credit card,No
CUST103518,Male,0.0,66.0,,DSL,One year,32.18,2349.7,Electronic check,No
CUST103320,Male,0.0,30.0,Yes,,month-to-month,87.98,2380.09,Electronic check,no
CUST109289,Female,,58.0,No,DSL,Month-to-month,41.78,2038.88,Mailed check,no
CUST106593,,,52.0,yes,,One year,65.69,3221.63,Electronic check,Yes
